Region,NTG-1M,NTG-1M,NTG-1M,NTG-1M,G20-1M,G20-1M,G20-1M,NTG-3M,NTG-3M,NTG-3M,NTG-3M,NTG-3M,NTG-3M,NTG-3M,NTG-3M,G20-3M,G20-3M,G20-3M,G20-3M,G20-3M,G20-3M,G20-3M,NTG-6M,NTG-6M,NTG-6M,NTG-6M,NTG-6M,NTG-6M,G20-6M,G20-6M,G20-6M,G20-6M,G20-6M,NTG-9M,NTG-9M,NTG-9M,NTG-9M,NTG-9M,NTG-9M,G20-9M,G20-9M,G20-9M,G20-9M
cSN,0.00218292,0.001143186,0.000059,0.000142222,0.000480173,0.000732794,0.001818558,0.000982856,0.000720725,0.000293429,0.000942862,0.001815,0.000655093,0.00164852,0.000189378,0.001876213,0.003989469,0.000336915,0.001503067,0.001451353,0,0.001542625,0.001718853,0.000388345,0.000269465,0.000407786,0.004191903,0.006775815,0.000222495,0.0005446,0.004185906,0.002117081,0.003187433,0.003645349,0.001050501,0.00613309,0.008045079,0.001166744,0.003949765,0.0050174,0.006386888,0.000718673,0.001104059
cSUM,0,0.00021867,0.000381824,0,0.00356312,0.00176731,0.00123756,0.221186,0.287492,0.481782,0.06727125,0.5733435,0.805485,0.515724,0.439363,0.0169385,0.480665,0.635292,0.1158943,0.842612,0.478219,1.797615,1.36053,2.75288,1.6406,1.699,2.89211,3.22362,0.780849,1.575815,1.907895,4.01969,2.63731,2.61805,2.82532,2.74112,2.7406,3.10304,2.834625,3.3476,1.856675,3.372055,2.97113
cMM,0.01039395,0.001747305,0.000716125,0,0,0.000669025,0.000604155,0,0,0.000180613,0.00691778,0.099118565,0.003043915,0.0914875,0,0,0,0.001737165,0.000474379,0.00212376,0.00122221,0.00092336,0.003315785,0.00748,0.00170925,0.000429801,0.01757651,0.00103543,0.006630365,0.03399465,0.00227842,0.01733952,0.01823455,0.06294185,0.069342,0.0670797,0.06321335,0.0549374,0.0459,0.0673546,0.0215609,0.04577815,0.03051967
iVISp,6.87887E-05,0.000514893,0.000294969,0.000973448,0.000285765,0.002680808,0.000782006,0.001788061,0.00379374,0.004681284,0.044282,0.017143743,0.086354372,0.0189076,0.00543698,0.11599265,0.00668136,0.004075148,0.020140388,0.006057713,0.01466429,0.013618824,0.058447825,0.478817475,2.025384275,0.719336,0.275082525,0.075115275,0.441956075,0.0973435,0.5515315,0.052971813,0.086127635,0.1696336,0.38667125,0.457062475,0.0803111,0.06635985,0.2682735,0.209031,0.7485185,0.099749675,0.056512275
iSC,0.000818092,0.000147644,0.00031543,0.000222924,0.0003822,0.0001595,0.000555343,0.000109395,0.002133889,0.001459253,0.000127728,0.001600879,0.000632043,0.002635423,0.000820879,0.002692462,0.000793372,0.000403232,0.001144022,0.002307304,0.01240995,0.000565051,0.03713005,0.001248015,0.000992201,0.0483989,0.001062983,0.010630355,0.000468942,0.002436161,0.026602473,0.00076075,0.000928061,0.005910763,0.007643617,0.034563825,0.042915175,0.002140568,0.022055875,0.001199408,0.005494135,0.0011345,0.014887223
iMRN,0.001696259,0.002147068,0.000667345,0.000984131,0.000483078,0.000319665,0.002621683,0.001778545,0.0011233,0.003392224,0.001765451,0.005701038,0.001314589,0.003481713,0.00034827,0.00167013,0.000976973,0.001192583,0.000568154,0.004208603,0.001335622,0.000815316,0.05377345,0.003770257,0.00818002,0.025224418,0.007344473,0.010782738,0.001122183,0.00560327,0.032399725,0.01017379,0.003048968,0.0323475,0.0159493,0.055393925,0.025262475,0.018207648,0.02988895,0.016391925,0.0274006,0.0144725,0.024456088
iIP,0,0,0,0,0,0,0,0.004318335,0,0,0,0,0.0730415,0,0,0.01006665,0.00857455,0,0,0,0.00068818,0.001533855,0.006314375,0.015965248,0.002675975,0.010245665,0.08736865,0.00469679,0.00205404,0.004615,0.004681745,0.01679735,0.0090772,0.05405795,0.4879125,0.10718565,0.0215392,0.025782875,0.01151655,0.0420433,0.0980805,0.0986815,0.0140071
cVISp,0.000278499,0.000340296,0.000304725,0.000615344,0.000101434,0.000232809,0.000245425,0.000507238,0.003659321,0.005653478,0.00088777,0.003522234,0.001391813,0.005849248,0.004769409,0.007739066,0.005730959,0.002743155,0.00581685,0.002049757,0.014012898,0.001164313,0.026671025,0.010219352,0.03410745,0.0961657,0.003452523,0.014703893,0.015887423,0.012415,0.036880725,0.00622863,0.004113005,0.09173815,0.051556375,0.0509733,0.031739395,0.0112813,0.052264675,0.108503,0.17897225,0.030350575,0.04078685
cSC,0.00017378,0.000382974,0.00011025,0.000143736,0.000403396,0.00022025,0.000748969,0.000508201,0.001326019,0.008526285,0.002008774,0.00252381,0.000882788,0.002090901,9.59913E-05,0.000585311,0.001106423,0.000388399,0.001346279,0.002203555,0.003187185,0.000114319,0.008754348,0.000403651,0.005305229,0.00529439,0.000201868,0.00305593,0.000056231,0.000266628,0.005881431,0.000196324,0.000653553,0.008335345,0.008176278,0.01156221,0.008797058,0.000239706,0.002292255,0.00080743,0.001889238,0.001938366,0.002050461
cMRN,0.001495317,0.002092948,0.000460133,0.00062791,0.000373689,0.0002785,0.001077329,0.00053335,0.00146401,0.000498202,0.000924733,0.001773412,0.004627519,0.001423178,0.00045876,0.000433719,0.001397045,0.000863931,0.001974803,0.002004846,0.001370881,0.002435518,0.00397657,0.001913624,0.001951135,0.010303315,0.00414948,0.003654865,0.001495052,0.000955373,0.004888875,0.003646158,0.003646213,0.0153464,0.014566313,0.013877385,0.014312725,0.004167596,0.00678751,0.00402457,0.011200863,0.005739743,0.005592323
cIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189709,0.000930475,0.009231165,0,0.00510815,0,0.00682985,0.00132779,0.003980485,0.009304225,0.002075655,0.00942005,0.003442468,0.000944183,0,0,0.0247518,0.009903725,0.000526865,0.03580835,0.00328033,0.005555995,0.41514785,0,0.00484872,0.1214755,0.0153373,0.00088139,0.000851901
iPAR,0,0,0.00487,0,0,0,0.00128162,0.00129769,0.002089235,0.00585315,0.04278867,0.000387032,0.0213625,0.004292,0.000491875,0.014721345,0.4588015,0.002367,0.002058675,0.03975115,0.003949275,0.14535705,0.03055,0.345516,0.70897035,0.135393,0.3584585,0.3227575,3.14931,0.214202,0.2919335,0.2733885,0.518911,0.5820215,0.784599,0.8468,0.582389,0.5009555,1.127222,0.8439175,0.9153835,0.931301,1.138405
iPRE,0,0,0,0,0,0.000292,0,0.004204671,3.632365,0.0068097,0.00642985,0.00503282,0.03286575,0.00222,0.03937985,0.0717357,0,0.000164429,0.013234125,0.01239135,0.007574662,0.1219044,0.00379,0.08258965,2.132357,0.05923945,0.3573475,0.396567,0.0608176,0.359735,0.023862215,0.13760955,0.2315525,0.5163145,0.4565105,0.339848,0.703729,0.565935,0.5869545,0.4854425,1.346195,0.7934115,0.7011335
iPOST,0,0.001779395,0.0059,0.0075428,0,0.002562395,0.009724775,0.102212195,0.247246062,0.0520975,6.6131235,0.001084183,0.0250248,0.007355,0.02163125,0.5927385,0,0.015376,0.05469995,0.04577655,0.001483772,0.121211,0.016695,0.0113586,1.6236105,0.3303515,0.4631035,0.336526,0.470928,0.2089925,0.168866,0.05401135,0.3329565,0.4941265,0.293731,0.1829305,0.4100195,0.234832,0.902768,0.2265395,1.930465,0.6725625,0.334996
iPRN,0.002839895,0.00269726,0.001615,0.00110048,0.000938733,0.001105,0.003665261,0.00329127,0.002091675,0.001765956,0.003554453,0.00428473,0.008232435,0.005215,0.000441476,0.001681181,0.001012371,0.00731396,0.0180252,0.000885373,0.013893215,0.001725075,0.122384,0.0633324,0.0889927,0.04220645,0.007037955,0.01078118,0.01908555,0.0273021,0.043501,0.018018,0.0192154,0.0853996,0.165494,0.1579275,0.12177,0.08217915,0.05647925,0.2277925,0.200065,0.0498729,0.1198004
cPAR,0.000282655,0,0,0.000139,0.000231024,0,0.000329774,0.000646444,0.001254767,0.0018527,0.000153653,0.002288155,0.00156258,0.000449,0,0.0111585,0.001104158,0.000078396,0.00028,0,0.1144137,0.0251752,0.0004985,0.00240677,0.009775599,0.001139646,0.013056495,0.0136325,0.000366864,0.026250245,0.000109901,0.1101616,0.09723505,0.301605,0.1830415,0.29181,0.1119925,0.5910545,0.258927,0.1276245,0.577568,0.8726125,0.5768205
cPRE,0.00069072,0.001046585,0,0,0,0,0,0.000267944,0,0.00186544,0.000544415,0.001386715,0.003415,0.0001485,0,0,0,0,0,0.009251421,0.000811685,0,0.00123,0.001313125,0.004501532,0.002264985,0.001964335,0.007027794,0.003329353,0.011018612,0.002439534,0.004096705,0.007842815,0.025183025,0.0346773,0.02037545,0.01935,0.018579065,0.06094145,0.027746,0.358652,0.04490235,0.07931585
cPOST,0.000152156,0,0,0,0,0,0.001099653,0,0.002007235,0.001229695,0,0.000794735,0.003318765,0.001195,0.000768015,0.0156357,0.00106506,0.004834165,0.0002975,0,0,0,0.002935,0.000382648,0.02114915,0.024579325,0.018068624,0.00778099,0.00343847,0.00282193,0.02032716,0.00514347,0.004681225,0.02625478,0.051878,0.0231797,0.0291,0.006125735,0.117327,0.01273905,0.245712,0.03681445,0.0274912
cPRN,0.000740023,0.00233217,0.0006283,0.001423065,0.000555654,0.001794632,0.001311129,0.000542425,0.001711915,0.00021159,0.000715305,0.001847955,0.006356805,0.00768,0.00142742,0.002472705,0.01370721,0.002151905,0.004901285,0.00131208,0.002517928,0.002284005,0.01924,0.033543675,0.112756,0.0461864,0.006667055,0.015553565,0.0178905,0.04605645,0.01938635,0.0762838,0.008192855,0.0583491,0.0182535,0.1125795,0.0439,0.0850315,0.0333847,0.0194473,0.0340874,0.06257815,0.08790955
